type,tool_wear,target,power,diference_temperature
L,4,0,72458.40000000001,-9.400000000000034
L,38,0,52124.0,-11.299999999999955
L,222,1,74749.8,-12.0
L,50,0,73870.4,-9.5
M,210,0,49064.4,-8.699999999999989
L,6,0,49196.0,-10.199999999999989
L,144,0,65178.0,-9.0
M,78,0,59512.200000000004,-8.600000000000023
L,43,0,75801.6,-10.599999999999966
L,212,0,57129.700000000004,-9.100000000000023
L,174,0,74360.0,-9.699999999999989
H,47,0,59171.0,-9.300000000000011
L,110,0,70276.8,-8.800000000000011
L,50,0,63624.4,-11.200000000000045
H,50,0,52738.6,-11.199999999999989
L,4,0,56738.50000000001,-10.600000000000023
M,160,0,62198.399999999994,-7.800000000000011
L,7,0,44015.5,-9.299999999999955
L,106,1,83990.4,-7.800000000000011
L,112,0,42657.0,-9.400000000000034
M,126,0,58950.0,-11.0
L,195,0,49296.600000000006,-10.199999999999989
L,97,0,58212.0,-8.900000000000034
M,73,0,61899.0,-9.5
L,108,0,71369.2,-9.0
L,30,0,63172.1,-8.0
M,114,0,71232.0,-10.100000000000023
M,166,0,51268.6,-10.900000000000034
H,34,0,69291.2,-9.199999999999989
L,155,0,65912.0,-11.400000000000034
L,0,0,66421.59999999999,-9.800000000000011
M,35,0,60761.6,-11.300000000000011
L,174,0,58892.399999999994,-10.300000000000011
L,104,0,77072.3,-11.199999999999989
L,13,0,70756.0,-11.0
L,137,0,50421.6,-10.800000000000011
L,83,0,70182.2,-9.5
L,189,0,48584.9,-11.399999999999977
M,175,0,68550.7,-9.5
L,211,0,48220.200000000004,-9.300000000000011
M,41,0,65403.799999999996,-10.800000000000011
L,211,0,56510.99999999999,-11.100000000000023
M,17,0,54391.200000000004,-7.900000000000034
M,182,0,53947.0,-11.300000000000011
L,98,0,55419.00000000001,-9.899999999999977
L,115,0,69494.4,-10.300000000000011
M,16,0,71876.0,-7.899999999999977
M,98,0,64545.1,-9.099999999999966
L,207,0,53725.7,-9.199999999999989
H,73,0,63171.799999999996,-11.300000000000011
L,51,0,63455.700000000004,-10.0
L,129,0,69785.59999999999,-9.700000000000045
M,132,0,76779.0,-11.100000000000023
M,3,0,74151.0,-10.300000000000011
L,46,0,62611.799999999996,-11.199999999999989
L,50,0,77425.2,-10.900000000000034
L,177,0,58787.8,-10.100000000000023
L,78,0,57211.0,-8.900000000000034
M,115,0,49224.8,-9.0
L,179,0,78915.2,-11.199999999999989
M,26,0,73972.5,-8.5
M,63,0,55229.2,-9.100000000000023
L,213,0,61787.0,-9.600000000000023
L,33,0,59616.7,-10.0
L,147,0,60548.600000000006,-9.199999999999989
H,90,0,60165.6,-9.399999999999977
L,208,0,60951.3,-9.400000000000034
L,27,0,51729.200000000004,-10.899999999999977
L,19,0,70287.8,-11.100000000000023
L,72,0,64509.9,-8.899999999999977
L,175,0,36586.4,-9.399999999999977
L,93,0,51009.399999999994,-9.699999999999989
L,142,0,51508.0,-9.199999999999989
L,151,0,59775.299999999996,-10.099999999999966
L,107,0,60591.1,-9.799999999999955
L,124,0,60494.0,-11.0
M,189,0,39481.200000000004,-9.399999999999977
M,172,0,69003.0,-9.0
H,187,0,76820.0,-9.5
M,195,0,63724.0,-8.700000000000045
M,116,0,53499.5,-10.800000000000011
H,20,0,50257.600000000006,-12.0
H,130,0,61541.2,-8.400000000000034
M,125,0,74082.59999999999,-11.0
M,86,0,74820.0,-9.0
M,124,0,56725.6,-9.699999999999989
L,77,0,75398.40000000001,-9.300000000000011
L,224,0,55247.5,-9.199999999999989
H,162,0,55389.0,-11.5
M,178,0,56778.600000000006,-9.300000000000011
H,112,1,74856.6,-8.599999999999966
L,44,0,47840.399999999994,-9.399999999999977
L,135,0,62231.4,-10.300000000000011
M,167,0,67245.2,-8.899999999999977
L,77,0,52094.0,-9.600000000000023
L,128,0,70766.09999999999,-9.100000000000023
M,77,0,55305.200000000004,-7.7999999999999545
L,121,0,54012.6,-9.800000000000011
L,127,0,59581.5,-9.699999999999989
L,0,0,54347.4,-10.300000000000011
L,216,1,79665.3,-10.900000000000034
L,29,0,66930.0,-9.100000000000023
L,137,0,39996.0,-8.100000000000023
L,61,0,42660.0,-8.199999999999989
L,124,0,43271.4,-8.899999999999977
M,206,0,61200.0,-11.699999999999989
L,67,0,60793.6,-11.099999999999966
L,164,0,63197.5,-11.299999999999955
L,15,0,39236.9,-11.100000000000023
M,56,0,65661.0,-10.599999999999966
M,96,0,58510.399999999994,-9.0
L,69,0,67747.40000000001,-9.599999999999966
L,158,0,54764.799999999996,-11.399999999999977
L,29,0,65685.0,-9.299999999999955
L,90,0,63831.1,-10.5
L,150,0,54322.799999999996,-9.5
M,188,0,51189.0,-9.900000000000034
L,133,0,54487.6,-9.399999999999977
L,56,0,63945.0,-9.0
L,26,0,53460.0,-8.5
M,216,1,49068.0,-11.399999999999977
L,52,1,92787.8,-8.800000000000011
L,183,1,80441.0,-9.400000000000034
M,119,0,66666.6,-11.099999999999966
H,43,0,68133.4,-9.0
L,176,0,61543.5,-9.199999999999989
L,102,0,60513.99999999999,-8.600000000000023
M,23,0,60832.8,-9.099999999999966
L,221,0,58157.2,-8.799999999999955
M,144,0,69620.40000000001,-11.300000000000011
H,8,0,54250.8,-10.599999999999966
L,80,0,49680.4,-9.299999999999955
L,205,0,68200.0,-8.899999999999977
L,143,0,66283.8,-11.199999999999989
L,130,0,46363.799999999996,-11.199999999999989
M,165,0,64077.3,-10.600000000000023
L,196,0,75600.0,-9.100000000000023
L,16,0,44874.200000000004,-8.5
L,47,0,59213.0,-11.0
L,55,0,74123.4,-9.099999999999966
L,0,0,58910.6,-9.399999999999977
M,162,0,59356.0,-9.300000000000011
M,136,0,59247.6,-8.0
M,188,0,75162.59999999999,-11.699999999999989
M,184,0,64695.0,-8.200000000000045
H,139,0,60258.0,-9.399999999999977
L,131,0,53318.600000000006,-8.900000000000034
L,42,0,70858.6,-11.5
M,117,0,56441.700000000004,-8.799999999999955
L,10,0,51587.2,-10.599999999999966
L,86,0,45405.9,-11.0
M,152,0,71677.5,-11.300000000000011
H,147,0,65704.5,-9.5
M,185,0,58252.799999999996,-11.699999999999989
L,119,1,87305.20000000001,-9.599999999999966
L,98,0,78139.5,-10.0
M,22,0,74730.2,-10.100000000000023
M,122,0,76151.0,-11.0
L,33,0,46041.6,-9.300000000000011
L,70,0,71870.4,-11.0
M,146,0,35628.799999999996,-8.699999999999989
L,107,0,50685.0,-9.399999999999977
H,29,0,60024.0,-11.199999999999989
L,155,0,66493.8,-11.0
L,186,0,71782.40000000001,-11.099999999999966
L,83,0,78318.8,-8.699999999999989
L,24,0,59013.0,-9.099999999999966
L,140,0,57076.799999999996,-9.100000000000023
M,46,0,61750.0,-9.5
M,61,0,49180.799999999996,-9.199999999999989
H,115,0,60126.5,-9.699999999999989
L,145,0,63897.5,-9.399999999999977
L,37,0,60022.7,-9.100000000000023
M,139,0,64020.50000000001,-11.599999999999966
H,152,0,71496.09999999999,-11.199999999999989
L,62,0,59862.4,-9.600000000000023
M,46,0,57315.600000000006,-9.699999999999989
L,126,0,64311.8,-9.700000000000045
L,14,0,66785.0,-11.399999999999977
M,2,0,64428.100000000006,-9.599999999999966
L,39,0,56144.600000000006,-9.900000000000034
M,5,0,62784.0,-9.800000000000011
L,103,0,63754.6,-11.100000000000023
L,161,0,59058.0,-11.300000000000011
M,198,0,47569.399999999994,-11.399999999999977
M,6,1,69068.8,-7.900000000000034
L,239,0,60463.100000000006,-9.599999999999966
L,180,0,58381.0,-9.0
L,146,0,61423.9,-10.199999999999989
L,92,0,40613.5,-8.5
L,12,0,46666.5,-9.899999999999977
L,26,0,74982.6,-9.199999999999989
H,119,0,37748.6,-11.199999999999989
H,176,0,55664.00000000001,-9.599999999999966
L,49,0,68427.59999999999,-11.099999999999966
L,218,0,55313.600000000006,-9.800000000000011
L,78,0,68564.0,-8.800000000000011
L,187,1,74329.90000000001,-7.899999999999977
M,8,0,67429.1,-10.0
L,212,1,82457.2,-11.299999999999955
L,34,0,48640.4,-9.600000000000023
L,17,0,59548.200000000004,-10.599999999999966
L,75,0,63472.5,-11.0
L,25,0,49099.200000000004,-10.0
L,78,0,49068.0,-9.199999999999989
L,166,0,56918.399999999994,-10.900000000000034
M,55,0,65314.00000000001,-11.899999999999977
L,194,0,59397.9,-9.5
H,59,0,73841.6,-9.199999999999989
M,2,0,64050.0,-9.199999999999989
M,178,0,57350.4,-11.099999999999966
L,178,0,51479.700000000004,-8.800000000000011
L,15,0,64588.5,-9.199999999999989
M,89,0,34055.0,-10.900000000000034
M,30,0,43400.4,-9.199999999999989
L,29,0,69331.5,-11.099999999999966
H,144,0,48725.6,-9.399999999999977
L,139,0,53840.799999999996,-8.399999999999977
L,178,0,48332.0,-8.599999999999966
L,22,0,59121.6,-11.0
H,194,0,68110.0,-11.599999999999966
M,138,0,51927.600000000006,-8.600000000000023
M,95,0,54097.3,-10.300000000000011
M,41,0,66996.2,-9.600000000000023
L,121,0,49253.899999999994,-9.0
M,75,0,59287.5,-11.399999999999977
H,116,0,72743.4,-8.099999999999966
L,32,0,82458.59999999999,-10.600000000000023
L,117,0,66887.59999999999,-9.399999999999977
L,74,0,60113.9,-11.100000000000023
M,102,0,84590.7,-11.699999999999989
H,118,0,80501.1,-10.899999999999977
H,87,0,71194.2,-11.299999999999955
M,185,0,56616.00000000001,-10.199999999999989
L,56,0,63917.6,-9.199999999999989
L,107,0,46792.8,-9.200000000000045
M,124,0,52251.4,-11.199999999999989
L,32,0,61336.6,-11.399999999999977
L,108,0,58426.8,-10.699999999999989
M,42,0,47948.7,-10.800000000000011
L,143,0,52673.100000000006,-11.0
L,127,0,58024.9,-9.800000000000011
H,43,0,53170.600000000006,-9.900000000000034
L,25,0,59748.50000000001,-9.899999999999977
L,5,0,37817.5,-9.799999999999955
M,40,0,59333.200000000004,-8.900000000000034
M,13,0,62370.0,-9.5
L,51,0,48085.0,-10.199999999999989
L,159,0,58627.2,-10.199999999999989
L,162,0,55751.99999999999,-9.399999999999977
L,175,0,60085.0,-9.899999999999977
M,71,0,49555.0,-10.699999999999989
L,35,0,66457.3,-9.0
H,182,0,62239.799999999996,-9.100000000000023
H,156,0,42110.4,-10.300000000000011
L,71,0,60294.6,-8.300000000000011
L,153,0,63560.6,-9.400000000000034
L,6,0,65585.59999999999,-10.899999999999977
L,43,0,66923.1,-11.899999999999977
M,134,0,72000.0,-9.700000000000045
M,222,1,65814.59999999999,-11.399999999999977
M,162,0,66222.6,-8.800000000000011
L,10,0,75295.8,-11.200000000000045
L,209,1,46841.0,-9.400000000000034
M,62,0,57130.0,-9.599999999999966
M,47,0,62137.7,-10.900000000000034
L,211,0,41767.9,-11.300000000000011
L,15,0,64386.6,-9.199999999999989
L,196,0,41673.8,-8.300000000000011
L,180,0,53694.0,-8.899999999999977
M,81,0,42012.100000000006,-11.200000000000045
L,132,0,60944.399999999994,-10.100000000000023
L,201,0,66738.0,-11.400000000000034
H,7,0,71943.3,-11.399999999999977
L,181,0,59162.4,-11.300000000000011
L,90,0,48706.0,-11.0
L,72,0,57195.5,-9.5
L,217,0,53534.0,-8.399999999999977
L,12,0,52390.8,-9.199999999999989
M,37,0,64766.6,-10.600000000000023
H,5,0,54558.899999999994,-10.699999999999989
M,32,0,73931.0,-9.099999999999966
L,52,0,52374.6,-9.699999999999989
L,152,0,54931.5,-10.300000000000011
L,50,0,53403.600000000006,-10.099999999999966
L,75,0,44385.9,-10.599999999999966
L,205,0,61102.8,-11.299999999999955
L,76,0,68412.90000000001,-9.100000000000023
M,184,0,49818.0,-11.600000000000023
M,50,0,84088.40000000001,-11.399999999999977
H,50,0,78075.90000000001,-11.299999999999955
M,199,0,57644.99999999999,-8.800000000000011
L,106,0,49364.0,-9.100000000000023
L,88,0,81848.8,-8.5
L,9,0,70464.0,-10.599999999999966
L,79,0,62783.6,-9.799999999999955
M,126,0,58820.799999999996,-9.799999999999955
L,161,0,68901.3,-9.900000000000034
M,177,0,65714.6,-10.899999999999977
H,107,0,57485.600000000006,-9.400000000000034
L,165,0,60416.399999999994,-11.300000000000011
L,74,0,49955.6,-9.100000000000023
L,206,0,48076.600000000006,-9.5
L,161,0,41425.8,-11.600000000000023
H,139,0,60165.6,-11.5
L,79,0,65753.1,-9.199999999999989
L,193,0,54268.49999999999,-9.700000000000045
H,23,0,63233.799999999996,-9.600000000000023
L,7,0,74410.5,-11.399999999999977
H,59,0,63272.0,-9.199999999999989
H,214,0,56473.2,-9.600000000000023
L,87,0,73000.2,-10.5
L,210,0,41713.6,-11.600000000000023
L,6,0,55244.49999999999,-8.699999999999989
L,18,0,56366.1,-9.699999999999989
M,166,0,71005.2,-10.700000000000045
M,115,0,63713.1,-11.199999999999989
M,92,0,75699.9,-9.5
L,30,0,60913.8,-9.699999999999989
L,19,0,78904.0,-9.300000000000011
L,44,0,47432.0,-9.300000000000011
L,21,0,47955.0,-11.5
M,32,0,64859.700000000004,-8.0
L,3,0,51551.1,-10.699999999999989
L,62,0,61234.6,-9.5
L,190,0,61326.299999999996,-11.199999999999989
L,193,0,47344.0,-10.199999999999989
L,199,0,51712.0,-9.199999999999989
H,198,0,39342.6,-9.800000000000011
L,93,1,66259.2,-8.399999999999977
M,3,0,58311.1,-11.0
L,148,0,62871.200000000004,-9.699999999999989
L,48,0,47533.200000000004,-9.600000000000023
L,199,0,61424.6,-9.0
L,67,0,57511.799999999996,-11.199999999999989
L,65,0,59434.9,-10.199999999999989
L,50,0,76522.8,-10.0
L,69,0,63354.2,-10.100000000000023
L,43,0,52414.0,-8.0
L,209,0,44007.3,-9.300000000000011
M,116,0,68742.40000000001,-9.600000000000023
M,141,0,60840.0,-10.5
L,58,0,72483.40000000001,-10.399999999999977
L,65,0,67069.0,-9.5
H,150,0,52312.799999999996,-11.300000000000011
M,185,0,66383.5,-9.399999999999977
L,22,0,56725.6,-8.700000000000045
L,38,0,74841.3,-9.199999999999989
M,93,0,63465.8,-9.399999999999977
L,0,0,61897.399999999994,-11.0
L,0,0,52124.6,-11.399999999999977
L,69,0,64360.200000000004,-8.699999999999989
H,78,0,46286.8,-11.5
L,227,1,59768.299999999996,-9.800000000000011
L,57,0,51594.399999999994,-9.800000000000011
H,202,0,47988.0,-11.100000000000023
L,78,0,59986.0,-9.699999999999989
M,134,0,48365.2,-11.400000000000034
H,180,0,53534.399999999994,-11.600000000000023
M,54,0,68735.0,-11.099999999999966
L,54,0,55449.0,-10.0
M,105,0,64391.5,-11.399999999999977
L,44,0,58506.700000000004,-11.5
L,146,0,42163.2,-9.400000000000034
L,118,0,61357.5,-9.700000000000045
M,106,0,49549.799999999996,-10.699999999999989
L,148,0,61215.0,-11.5
L,146,0,46612.0,-9.900000000000034
L,90,0,77438.4,-9.800000000000011
H,148,0,64843.2,-9.899999999999977
L,203,0,34049.4,-8.600000000000023
L,42,0,59534.99999999999,-11.199999999999989
M,176,0,71808.0,-9.0
L,109,0,75144.90000000001,-9.5
M,104,0,70282.90000000001,-10.5
L,208,1,63836.299999999996,-9.300000000000011
H,209,0,47182.6,-9.400000000000034
L,122,0,54113.99999999999,-9.599999999999966
M,212,0,60602.3,-10.699999999999989
M,65,0,60038.3,-11.899999999999977
L,160,0,56994.399999999994,-10.099999999999966
L,49,0,51204.0,-8.699999999999989
M,148,0,66250.8,-10.199999999999989
L,213,0,53576.8,-10.300000000000011
M,129,0,48692.0,-9.399999999999977
M,23,0,60480.00000000001,-9.199999999999989
L,212,0,64107.600000000006,-9.800000000000011
M,186,0,61288.200000000004,-9.199999999999989
L,49,0,42426.299999999996,-9.5
M,103,0,46255.0,-11.099999999999966
M,40,0,39693.0,-7.899999999999977
L,194,0,57195.0,-9.5
M,202,0,54950.399999999994,-8.699999999999989
H,109,0,56806.200000000004,-10.699999999999989
L,58,0,48664.0,-8.300000000000011
L,206,0,60589.799999999996,-10.800000000000011
L,66,0,51881.4,-10.799999999999955
L,91,0,80678.5,-8.800000000000011
L,10,0,74731.8,-10.0
L,177,0,58675.2,-8.800000000000011
L,61,0,66227.7,-9.5
L,11,0,53502.0,-9.699999999999989
M,197,0,52229.100000000006,-9.5
L,30,0,61048.8,-9.299999999999955
L,83,0,49496.700000000004,-11.5
M,201,0,53430.0,-9.199999999999989
L,174,0,71145.90000000001,-11.5
M,80,0,61633.0,-11.199999999999989
L,176,0,61418.0,-12.0
M,86,0,37989.0,-11.0
L,200,0,42895.2,-9.199999999999989
L,119,0,62973.4,-8.699999999999989
L,157,0,70530.4,-9.300000000000011
L,196,0,68342.1,-9.699999999999989
L,0,0,52281.0,-8.699999999999989
L,186,0,49333.5,-10.699999999999989
L,60,0,53460.0,-11.400000000000034
L,140,0,78737.90000000001,-9.600000000000023
L,201,0,52717.600000000006,-9.5
L,123,0,62958.4,-9.199999999999989
L,100,0,66948.5,-10.900000000000034
L,15,0,67306.0,-11.0
L,185,0,64820.6,-9.900000000000034
H,150,0,68699.40000000001,-11.0
L,18,1,25305.300000000003,-10.600000000000023
L,107,0,55051.49999999999,-9.900000000000034
L,59,0,51010.200000000004,-10.0
M,147,0,51267.200000000004,-9.399999999999977
L,2,0,61345.799999999996,-9.199999999999989
M,157,0,74579.7,-11.300000000000011
L,7,0,44492.0,-10.599999999999966
L,113,0,57407.99999999999,-9.300000000000011
M,43,0,58554.200000000004,-9.5
M,158,0,49902.799999999996,-9.700000000000045
L,4,0,44860.299999999996,-9.199999999999989
H,165,0,61192.6,-10.5
L,53,0,46436.6,-9.600000000000023
L,110,0,69715.8,-8.899999999999977
L,32,0,37196.0,-11.0
L,59,0,68005.0,-9.5
L,192,0,71334.90000000001,-10.400000000000034
L,209,0,58788.3,-9.200000000000045
M,46,0,69600.8,-11.0
M,44,0,70522.2,-10.0
L,91,0,56026.3,-10.800000000000011
L,212,1,73171.8,-8.899999999999977
L,4,0,45123.0,-7.900000000000034
M,93,0,54897.7,-11.100000000000023
L,72,0,71676.0,-9.299999999999955
H,38,0,64004.8,-7.800000000000011
L,120,0,60655.2,-11.399999999999977
M,92,0,54337.5,-9.0
L,107,0,52406.399999999994,-8.399999999999977
L,139,0,76805.09999999999,-9.699999999999989
M,34,0,65946.8,-10.800000000000011
L,69,0,48375.6,-10.100000000000023
L,131,0,77368.2,-9.600000000000023
M,76,0,48031.799999999996,-9.799999999999955
L,53,0,67310.4,-9.199999999999989
M,168,0,56407.5,-11.300000000000011
L,205,0,63159.799999999996,-11.399999999999977
M,127,0,61223.200000000004,-9.399999999999977
L,240,0,56988.8,-11.199999999999989
L,39,0,44197.5,-9.0
L,54,0,53006.0,-10.899999999999977
L,12,0,56238.0,-9.600000000000023
L,10,0,67449.2,-9.5
L,54,0,46199.700000000004,-11.400000000000034
L,188,0,66889.90000000001,-11.599999999999966
L,0,1,90072.6,-11.199999999999989
M,53,0,59202.5,-9.5
M,88,0,62006.9,-9.600000000000023
M,27,0,55692.0,-9.300000000000011
L,56,0,48758.4,-11.100000000000023
L,142,0,58558.5,-8.0
L,61,0,52101.7,-10.600000000000023
H,16,0,66435.6,-11.399999999999977
M,41,0,51621.6,-10.100000000000023
L,37,0,77665.0,-10.899999999999977
M,101,0,47170.0,-9.399999999999977
M,166,0,68182.0,-9.699999999999989
M,177,0,76632.6,-10.800000000000011
M,50,0,46818.0,-10.899999999999977
L,193,0,54317.6,-10.599999999999966
M,67,0,83034.90000000001,-10.600000000000023
L,132,0,47404.200000000004,-11.399999999999977
M,92,0,50850.8,-9.599999999999966
L,160,0,57315.799999999996,-9.599999999999966
L,216,0,60793.600000000006,-9.900000000000034
H,16,0,63133.200000000004,-9.300000000000011
L,50,0,36935.700000000004,-9.900000000000034
M,9,0,63197.6,-11.100000000000023
H,98,0,70352.8,-11.399999999999977
L,15,0,57571.8,-8.700000000000045
M,184,0,62269.200000000004,-9.0
L,136,0,69408.0,-10.799999999999955
L,183,0,59348.700000000004,-8.800000000000011
M,189,0,65025.600000000006,-10.800000000000011
M,141,0,41638.0,-9.899999999999977
L,92,0,79012.59999999999,-9.700000000000045
H,101,1,80745.59999999999,-8.599999999999966
L,174,0,45318.0,-11.300000000000011
M,125,0,44879.9,-8.100000000000023
L,94,0,52754.8,-10.100000000000023
M,43,0,65472.0,-9.599999999999966
M,57,0,74635.0,-9.399999999999977
L,61,0,70903.0,-10.699999999999989
L,210,0,63115.799999999996,-11.100000000000023
L,146,0,56486.4,-11.399999999999977
L,33,0,53313.299999999996,-9.599999999999966
L,53,0,39774.9,-10.0
L,2,0,61327.2,-11.099999999999966
M,141,0,71295.40000000001,-9.699999999999989
L,196,0,67624.0,-9.199999999999989
L,207,0,56436.9,-10.199999999999989
L,86,0,77666.40000000001,-10.799999999999955
H,235,0,71979.6,-8.799999999999955
L,19,0,52626.6,-9.600000000000023
L,28,0,41620.6,-9.899999999999977
L,126,0,57257.2,-11.0
M,98,0,55321.2,-9.5
L,144,0,54112.0,-8.399999999999977
L,59,0,68879.2,-10.100000000000023
L,68,0,51834.600000000006,-11.5
L,92,0,65923.2,-11.100000000000023
M,6,0,49114.0,-9.5
L,114,0,57105.200000000004,-11.399999999999977
L,30,0,59211.600000000006,-11.100000000000023
M,164,0,55050.00000000001,-8.100000000000023
L,39,0,64364.8,-9.300000000000011
L,57,0,53289.6,-11.0
M,57,0,56721.600000000006,-9.099999999999966
L,80,0,67378.5,-8.199999999999989
L,14,0,43971.4,-9.699999999999989
L,160,0,53942.700000000004,-11.400000000000034
M,36,0,72080.0,-9.300000000000011
M,64,0,54274.200000000004,-9.600000000000023
M,116,0,57985.2,-9.100000000000023
M,35,0,62538.1,-7.7999999999999545
M,122,0,60883.2,-11.100000000000023
L,12,0,55603.200000000004,-10.0
H,122,0,43730.8,-10.100000000000023
M,134,0,47956.8,-10.699999999999989
L,147,0,56373.600000000006,-10.799999999999955
L,149,0,61851.6,-8.800000000000011
M,71,0,82048.0,-11.099999999999966
L,103,0,62974.8,-9.399999999999977
H,31,0,82992.0,-9.600000000000023
M,133,0,58284.200000000004,-10.200000000000045
L,111,0,59710.7,-9.800000000000011
H,142,0,78248.8,-10.5
H,55,0,64725.600000000006,-10.0
L,128,0,63527.600000000006,-10.300000000000011
L,164,0,33810.2,-9.5
L,77,0,69045.9,-9.900000000000034
M,214,0,60070.799999999996,-11.099999999999966
L,103,0,50608.799999999996,-11.100000000000023
M,46,0,51830.8,-10.800000000000011
L,11,0,52138.9,-9.699999999999989
L,153,0,54425.700000000004,-9.699999999999989
H,114,0,56215.2,-9.800000000000011
L,44,0,51710.4,-9.699999999999989
L,18,0,73581.6,-11.399999999999977
M,178,0,40762.4,-9.599999999999966
M,5,0,67706.0,-9.199999999999989
L,52,0,63534.9,-9.399999999999977
M,200,0,48734.799999999996,-11.0
L,153,0,58416.6,-10.0
L,4,0,73098.7,-7.900000000000034
L,214,0,61698.0,-9.300000000000011
L,106,0,38069.4,-11.0
H,171,0,45362.4,-8.0
H,201,0,48888.0,-9.300000000000011
L,51,0,45643.2,-11.100000000000023
L,75,0,66248.0,-10.899999999999977
L,209,0,66937.0,-10.199999999999989
L,102,0,56155.8,-9.300000000000011
L,106,0,65144.1,-9.100000000000023
M,136,0,73142.09999999999,-9.199999999999989
L,62,0,50710.5,-9.5
L,177,0,81313.0,-10.0
H,17,0,47793.0,-9.200000000000045
L,51,0,64015.0,-9.599999999999966
L,176,0,49658.4,-9.300000000000011
L,82,0,59073.0,-10.099999999999966
M,172,0,56722.4,-7.800000000000011
H,94,0,61504.49999999999,-11.0
H,79,0,67116.0,-11.100000000000023
L,15,0,77392.5,-9.5
L,82,0,54514.4,-7.699999999999989
L,139,0,51156.0,-9.699999999999989
L,112,0,62691.200000000004,-11.599999999999966
L,60,0,58224.3,-11.300000000000011
L,99,0,54341.799999999996,-11.099999999999966
L,200,0,73075.2,-11.699999999999989
M,168,0,61462.0,-11.699999999999989
L,9,0,43482.6,-8.600000000000023
L,44,0,76128.59999999999,-10.100000000000023
M,6,0,47223.0,-9.400000000000034
L,176,0,57155.700000000004,-11.0
L,92,0,61380.0,-9.700000000000045
M,160,0,50010.0,-9.399999999999977
M,208,0,55685.0,-10.099999999999966
M,68,0,40483.8,-11.0
M,73,0,43169.0,-8.599999999999966
M,204,0,57600.0,-9.100000000000023
L,128,0,68567.2,-10.800000000000011
M,32,0,77949.40000000001,-9.899999999999977
L,174,0,51899.200000000004,-7.800000000000011
L,128,0,76450.0,-11.0
H,105,0,35656.5,-10.5
L,77,0,56738.200000000004,-9.5
L,184,0,68402.0,-7.800000000000011
M,63,0,46878.5,-10.5
L,70,0,66387.2,-10.600000000000023
H,80,0,68902.0,-8.100000000000023
H,222,0,62803.799999999996,-11.100000000000023
M,182,0,56349.9,-11.299999999999955
M,2,0,59011.299999999996,-8.5
L,221,0,56536.0,-8.800000000000011
H,17,0,55050.00000000001,-11.099999999999966
L,110,0,66666.6,-11.199999999999989
M,44,1,70578.0,-8.0
M,222,0,67188.59999999999,-11.399999999999977
L,12,0,58643.200000000004,-9.5
M,217,0,56211.1,-10.600000000000023
M,172,0,54998.4,-10.199999999999989
L,46,0,70329.0,-11.600000000000023
L,156,0,77084.90000000001,-9.400000000000034
M,68,0,63081.5,-11.5
M,43,0,44334.5,-9.099999999999966
H,100,1,86347.8,-11.099999999999966
L,35,0,53943.4,-10.100000000000023
L,95,0,47531.0,-9.200000000000045
L,128,0,76128.59999999999,-11.100000000000023
L,31,0,52616.2,-9.699999999999989
L,48,0,52298.4,-11.099999999999966
M,145,0,50133.1,-9.599999999999966
L,153,0,69555.40000000001,-11.400000000000034
L,146,0,57331.2,-10.699999999999989
M,188,0,50992.5,-9.0
L,173,0,58169.4,-10.799999999999955
M,95,0,45766.0,-9.5
L,41,0,49886.399999999994,-9.599999999999966
M,105,0,57380.4,-9.899999999999977
L,125,0,67985.7,-11.100000000000023
L,131,0,62957.0,-10.800000000000011
M,124,0,85549.1,-9.399999999999977
L,7,0,52524.5,-8.900000000000034
L,98,0,73478.4,-9.400000000000034
L,102,0,54958.5,-8.899999999999977
L,95,0,51223.600000000006,-10.800000000000011
L,35,0,46646.4,-10.199999999999989
M,29,0,45990.0,-9.199999999999989
M,56,0,66364.8,-11.200000000000045
L,73,0,64018.5,-9.900000000000034
L,101,0,48294.899999999994,-9.600000000000023
L,0,0,60831.0,-9.199999999999989
L,198,0,76051.2,-8.899999999999977
L,220,1,69271.40000000001,-11.0
H,135,0,76807.5,-10.399999999999977
M,171,0,62217.0,-9.300000000000011
L,123,0,49732.6,-11.099999999999966
H,8,0,65539.8,-9.600000000000023
L,106,0,70459.90000000001,-9.199999999999989
M,65,0,57740.399999999994,-9.899999999999977
L,219,0,59371.200000000004,-9.800000000000011
M,176,0,63455.700000000004,-10.799999999999955
L,128,0,57213.0,-11.400000000000034
M,211,0,73338.0,-9.099999999999966
L,159,0,69100.8,-8.399999999999977
M,108,0,64070.0,-8.100000000000023
L,210,0,37488.6,-10.800000000000011
L,98,0,70875.7,-9.300000000000011
L,153,0,56349.2,-9.600000000000023
L,95,0,47508.4,-10.399999999999977
L,94,0,50558.0,-8.5
M,7,0,52877.5,-8.5
L,41,0,55714.0,-9.199999999999989
L,40,0,45315.2,-9.0
L,36,0,40815.5,-10.5
L,17,0,38907.5,-9.800000000000011
M,199,0,65793.0,-9.0
L,5,0,53231.5,-11.199999999999989
L,154,0,74289.59999999999,-7.899999999999977
M,103,0,67924.8,-9.599999999999966
L,210,0,50357.3,-9.400000000000034
L,41,0,56051.1,-10.699999999999989
L,7,0,65844.0,-11.199999999999989
H,43,0,36636.200000000004,-10.199999999999989
L,74,0,60012.200000000004,-11.300000000000011
L,20,0,78650.0,-9.800000000000011
L,19,0,43360.200000000004,-9.300000000000011
M,154,0,44195.4,-9.5
L,105,0,63303.6,-11.300000000000011
